gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
male,23,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',16,16,16,18,18,16,5,5,6,6,5,5,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,8,8,8,8,8,8,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,7,7,1,1,0,0
male,23,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',11.36,18.18,22.73,18.18,11.36,18.18,6,9,8,8,7,10,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,7,7,7,7,7,7,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,7,7,0,1,0,0
male,23,36,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',18.18,18.18,18.18,18.18,13.64,13.64,6,8,10,?,?,?,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,4,6,7,6,6,3,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,4,2,0,0,0,0
male,23,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,'Cell Biology',18,18,20,18,16,10,4,8,8,4,4,3,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,4,7,8,7,5,7,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,5,6,0,0,0,0
male,23,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,'Cell Biology',15.09,16.98,16.98,18.87,18.87,13.21,2,8,8,4,2,2,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,7,8,8,6,6,5,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,7,6,0,1,0,0
male,23,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',8.51,19.15,19.15,19.15,19.15,14.89,4,7,8,4,7,?,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,5,6,6,6,6,6,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,6,5,0,0,0,0
male,23,31,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',12,20,20,20,14,14,7,8,8,8,8,?,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,8,7,7,7,7,7,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,7,7,0,1,0,0
male,23,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',14.55,16.36,18.18,18.18,16.36,16.36,6,3,7,4,5,4,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,9,8,7,7,8,7,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,8,8,0,1,0,0
male,23,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,'Cell Biology',14,20,20,14,18,14,4,7,7,6,7,5,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,7,7,7,7,7,6,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,7,7,0,1,0,0
male,23,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,'Cell Biology',9.76,19.51,19.51,14.63,19.51,17.07,5,6,6,6,?,?,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,7,7,7,6,6,5,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,6,7,0,0,1,0
male,23,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',15.38,17.31,17.31,17.31,17.31,15.38,5,9,7,5,7,5,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,8,8,8,8,8,8,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,9,9,0,1,0,0
male,23,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,1,'Cell Biology',15.09,18.87,18.87,16.98,16.98,13.21,3,6,4,6,6,3,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,7,7,7,7,7,7,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,7,7,0,1,0,0
male,23,30,'Asian/Pacific Islander/Asian-American','Black/African American',1,1,'Cell Biology',14,18,16,18,18,16,6,9,10,9,10,5,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,7,8,8,7,7,6,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,6,8,0,0,0,0
male,23,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,'Cell Biology',14.29,16.33,16.33,18.37,18.37,16.33,2,8,8,7,6,7,11.11,17.78,17.78,17.78,17.78,17.78,5,5,5,5,5,6,8,8,8,8,8,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,?,5,9,9,0,1,0,0
male,28,24,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,14.29,14.29,21.43,21.43,19.05,9.52,10,10,10,10,10,10,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,8,8,9,8,7,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,7,0,1,1,1
male,28,33,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,8.33,20.83,20.83,14.58,16.67,18.75,8,9,9,8,8,8,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,7,9,9,8,8,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,7,7,0,0,1,0
male,28,23,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,16,16,16,18,18,16,7,7,8,8,6,7,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,8,7,8,9,7,9,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,7,1,0,1,0
male,28,24,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,11.36,18.18,22.73,18.18,11.36,18.18,9,7,9,7,7,5,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,7,9,9,8,9,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,8,1,0,0,0
male,28,36,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,?,?,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,7,8,9,7,8,7,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,7,7,0,0,0,0
male,28,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,3,Microbiology,18,18,20,18,16,10,8,7,8,7,7,5,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,10,8,8,9,8,?,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,9,9,0,1,1,1
male,28,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,3,Microbiology,15.09,16.98,16.98,18.87,18.87,13.21,8,8,8,5,5,2,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,9,9,9,?,9,?,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,9,8,0,1,1,1
male,28,28,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,8.51,19.15,19.15,19.15,19.15,14.89,8,7,8,7,7,8,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,9,8,9,8,8,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,9,8,0,0,1,0
male,28,31,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,12,20,20,20,14,14,9,9,9,9,9,7,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,7,8,9,7,9,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,7,0,0,1,0
male,28,28,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,14.55,16.36,18.18,18.18,16.36,16.36,7,8,7,7,7,?,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,9,9,9,9,8,7,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,9,8,0,1,0,0
male,28,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,3,Microbiology,14,20,20,14,18,14,8,9,9,8,8,6,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,10,9,8,7,8,6,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,8,0,0,1,0
male,28,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,3,Microbiology,9.76,19.51,19.51,14.63,19.51,17.07,7,7,7,7,?,6,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,9,10,8,7,8,6,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,8,0,0,1,0
male,28,27,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,8,9,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,10,9,9,9,9,10,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,10,9,0,1,1,1
male,28,27,European/Caucasian-American,European/Caucasian-American,2,3,Microbiology,15.09,18.87,18.87,16.98,16.98,13.21,8,8,8,7,8,6,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,9,8,8,8,8,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,9,0,0,1,0
male,28,30,European/Caucasian-American,'Black/African American',2,3,Microbiology,14,18,16,18,18,16,7,9,10,8,9,10,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,8,8,10,8,10,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,8,8,0,0,1,0
male,28,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,3,Microbiology,14.29,16.33,16.33,18.37,18.37,16.33,8,7,7,8,7,8,17.78,20,17.78,15.56,15.56,13.33,7,9,7,8,7,10,8,8,9,9,8,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,?,?,9,8,0,1,1,1
male,28,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,14.29,14.29,21.43,21.43,19.05,9.52,4,7,7,9,8,7,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,7,7,7,7,5,7,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,7,6,0,1,0,0
male,28,33,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,8.33,20.83,20.83,14.58,16.67,18.75,5,5,9,6,7,8,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,5,7,7,5,7,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,4,4,0,0,0,0
male,28,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,16,16,16,18,18,16,5,7,8,6,7,5,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,?,?,?,?,?,?,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,?,?,?,0,0,0
male,28,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,11.36,18.18,22.73,18.18,11.36,18.18,8,10,9,7,7,10,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,7,6,6,6,8,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,36,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,18.18,18.18,18.18,18.18,13.64,13.64,6,8,8,?,?,?,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,5,7,7,6,6,5,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,5,5,0,1,0,0
male,28,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',2,1,Biochemistry,18,18,20,18,16,10,4,7,8,4,6,4,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,7,7,7,6,6,7,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,6,0,1,0,0
male,28,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',2,1,Biochemistry,15.09,16.98,16.98,18.87,18.87,13.21,3,8,8,4,8,1,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,6,7,5,8,5,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,8.51,19.15,19.15,19.15,19.15,14.89,4,8,7,4,8,?,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,7,7,7,6,6,6,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,31,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,12,20,20,20,14,14,5,6,9,6,9,3,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,7,7,7,6,7,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,14.55,16.36,18.18,18.18,16.36,16.36,3,8,8,3,7,2,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,8,7,7,8,7,5,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,7,6,0,1,0,0
male,28,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',2,1,Biochemistry,14,20,20,14,18,14,4,6,7,6,8,?,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,5,7,6,5,6,5,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,4,3,0,0,0,0
male,28,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',2,1,Biochemistry,9.76,19.51,19.51,14.63,19.51,17.07,5,5,7,5,?,4,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,5,7,7,6,5,7,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,15.38,17.31,17.31,17.31,17.31,15.38,6,10,10,5,9,6,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,6,7,5,7,7,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,2,1,Biochemistry,15.09,18.87,18.87,16.98,16.98,13.21,2,8,8,3,8,6,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,7,7,6,6,6,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,6,0,1,0,0
male,28,30,'Asian/Pacific Islander/Asian-American','Black/African American',2,1,Biochemistry,14,18,16,18,18,16,4,8,10,3,10,8,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,8,8,7,8,8,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,6,5,0,1,0,0
male,28,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',2,1,Biochemistry,14.29,16.33,16.33,18.37,18.37,16.33,3,6,7,4,5,3,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,6,6,6,5,7,6,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,?,?,5,6,0,1,0,0
male,29,24,European/Caucasian-American,European/Caucasian-American,1,1,Finance,14.29,14.29,21.43,21.43,19.05,9.52,4,10,9,5,6,2,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,7,8,9,9,8,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,7,7,0,1,1,1
male,29,33,European/Caucasian-American,European/Caucasian-American,1,1,Finance,8.33,20.83,20.83,14.58,16.67,18.75,8,9,9,7,8,8,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,5,8,9,6,7,9,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,6,7,0,0,1,0
male,29,23,European/Caucasian-American,European/Caucasian-American,1,1,Finance,16,16,16,18,18,16,5,7,8,7,7,6,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,8,9,9,9,8,10,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,8,9,0,1,0,0
male,29,24,European/Caucasian-American,European/Caucasian-American,1,1,Finance,11.36,18.18,22.73,18.18,11.36,18.18,9,9,9,7,8,5,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,6,8,9,5,8,3,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,6,6,0,1,0,0
male,29,36,European/Caucasian-American,European/Caucasian-American,1,1,Finance,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,7,?,?,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,6,8,9,6,7,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,8,7,0,1,0,0
male,29,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',1,1,Finance,18,18,20,18,16,10,4,7,9,4,6,3,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,5,6,7,9,7,4,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,9,8,0,0,0,0
male,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',1,1,Finance,15.09,16.98,16.98,18.87,18.87,13.21,4,8,8,7,8,5,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,7,7,7,6,8,6,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,8,6,0,1,0,0
male,29,28,European/Caucasian-American,European/Caucasian-American,1,1,Finance,8.51,19.15,19.15,19.15,19.15,14.89,6,8,8,6,7,?,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,8,7,8,6,9,10,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,9,8,0,1,1,1
male,29,31,European/Caucasian-American,European/Caucasian-American,1,1,Finance,12,20,20,20,14,14,6,7,9,6,9,?,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,7,9,9,7,8,5,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,7,5,0,1,0,0
male,29,28,European/Caucasian-American,European/Caucasian-American,1,1,Finance,14.55,16.36,18.18,18.18,16.36,16.36,5,7,6,5,7,?,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,9,9,8,8,7,6,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,8,7,0,1,0,0
male,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',1,1,Finance,14,20,20,14,18,14,6,7,8,8,?,8,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,7,7,8,5,7,4,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,7,6,0,1,0,0
male,29,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',1,1,Finance,9.76,19.51,19.51,14.63,19.51,17.07,6,6,7,7,7,?,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,6,8,8,6,7,4,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,6,7,0,1,1,1
male,29,27,European/Caucasian-American,European/Caucasian-American,1,1,Finance,15.38,17.31,17.31,17.31,17.31,15.38,8,9,9,8,8,8,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,9,7,8,8,10,5,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,8,9,0,1,1,1
male,29,27,European/Caucasian-American,European/Caucasian-American,1,1,Finance,15.09,18.87,18.87,16.98,16.98,13.21,4,7,7,4,8,5,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,10,8,8,8,9,6,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,8,4,0,1,0,0
male,29,30,European/Caucasian-American,'Black/African American',1,1,Finance,14,18,16,18,18,16,5,8,10,2,9,2,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,6,8,9,9,10,4,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,6,5,0,1,0,0
male,29,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',1,1,Finance,14.29,16.33,16.33,18.37,18.37,16.33,5,7,7,6,7,5,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,9,8,9,9,10,5,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,?,?,9,6,0,1,0,0
male,27,24,European/Caucasian-American,European/Caucasian-American,5,7,Business,14.29,14.29,21.43,21.43,19.05,9.52,8,7,8,8,8,8,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,8,7,6,7,7,6,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,6,6,0,1,1,1
male,27,33,European/Caucasian-American,European/Caucasian-American,5,7,Business,8.33,20.83,20.83,14.58,16.67,18.75,8,8,9,8,8,?,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,?,8,9,2,8,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,1,5,0,0,1,0
male,27,23,European/Caucasian-American,European/Caucasian-American,5,7,Business,16,16,16,18,18,16,5,8,7,7,8,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,4,7,8,5,6,4,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,4,5,0,0,0,0
male,27,24,European/Caucasian-American,European/Caucasian-American,5,7,Business,11.36,18.18,22.73,18.18,11.36,18.18,9,9,9,7,8,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,2,7,9,2,4,2,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,3,7,0,0,1,0
male,27,36,European/Caucasian-American,European/Caucasian-American,5,7,Business,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,7,?,?,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,1,4,5,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,1,?,0,0,0,0
male,27,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,7,Business,18,18,20,18,16,10,8,10,10,10,8,8,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,8,4,?,7,8,6,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,8,5,1,1,1,1
male,27,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,7,Business,15.09,16.98,16.98,18.87,18.87,13.21,7,8,8,10,10,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,7,4,6,9,8,4,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,6,3,1,1,0,0
male,27,28,European/Caucasian-American,European/Caucasian-American,5,7,Business,8.51,19.15,19.15,19.15,19.15,14.89,7,7,7,6,6,6,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,6,4,7,5,6,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,6,6,0,1,1,1
male,27,31,European/Caucasian-American,European/Caucasian-American,5,7,Business,12,20,20,20,14,14,6,7,8,7,8,?,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,4,6,8,4,6,3,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,3,9,0,0,0,0
male,27,28,European/Caucasian-American,European/Caucasian-American,5,7,Business,14.55,16.36,18.18,18.18,16.36,16.36,7,8,7,6,7,8,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,8,7,8,6,8,6,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,6,4,0,1,0,0
male,27,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,7,Business,14,20,20,14,18,14,6,8,7,8,9,?,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,7,8,8,4,6,3,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,6,7,0,1,0,0
male,27,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,7,Business,9.76,19.51,19.51,14.63,19.51,17.07,6,5,6,6,7,?,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,4,6,8,2,?,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,4,5,0,0,1,0
male,27,27,European/Caucasian-American,European/Caucasian-American,5,7,Business,15.38,17.31,17.31,17.31,17.31,15.38,9,10,10,10,10,8,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,7,8,8,5,6,6,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,6,5,1,1,1,1
male,27,27,European/Caucasian-American,European/Caucasian-American,5,7,Business,15.09,18.87,18.87,16.98,16.98,13.21,5,8,8,6,7,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,5,6,6,4,5,5,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,5,5,0,0,0,0
male,27,30,European/Caucasian-American,'Black/African American',5,7,Business,14,18,16,18,18,16,5,9,10,8,10,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,6,8,7,7,8,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,7,6,0,1,1,1
male,27,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,7,Business,14.29,16.33,16.33,18.37,18.37,16.33,7,7,7,8,7,7,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,8,5,7,8,9,6,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,?,?,8,4,1,1,0,0
male,22,24,European/Caucasian-American,European/Caucasian-American,5,7,math,14.29,14.29,21.43,21.43,19.05,9.52,6,4,8,9,9,9,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,8,7,7,7,5,5,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,?,5,7,5,0,1,1,1
